Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/29/2022, 2:12:12 AM",3.659,77.7,94.7,10,2022-05-29T07:12:12.000Z
"5/29/2022, 2:15:12 AM",3.66,77.7,94.7,10,2022-05-29T07:15:12.000Z
"5/29/2022, 2:18:12 AM",3.659,77.7,94.7,10,2022-05-29T07:18:12.000Z
"5/29/2022, 2:21:12 AM",3.66,77.7,94.7,10,2022-05-29T07:21:12.000Z
"5/29/2022, 2:24:12 AM",3.659,77.9,94.7,10,2022-05-29T07:24:12.000Z
"5/29/2022, 2:27:12 AM",3.66,77.9,94.7,10,2022-05-29T07:27:12.000Z
"5/29/2022, 2:30:12 AM",3.66,77.9,94.8,10,2022-05-29T07:30:12.000Z
"5/29/2022, 2:33:12 AM",3.659,77.9,94.8,10,2022-05-29T07:33:12.000Z
"5/29/2022, 2:36:12 AM",3.66,77.9,94.8,10,2022-05-29T07:36:12.000Z
"5/29/2022, 2:39:12 AM",3.659,77.9,94.8,10,2022-05-29T07:39:12.000Z
"5/29/2022, 2:42:12 AM",3.659,77.7,94.8,10,2022-05-29T07:42:12.000Z
"5/29/2022, 2:45:12 AM",3.659,77.7,94.8,10,2022-05-29T07:45:12.000Z
"5/29/2022, 2:48:12 AM",3.659,77.7,94.8,10,2022-05-29T07:48:12.000Z
"5/29/2022, 2:51:12 AM",3.66,77.7,94.8,10,2022-05-29T07:51:12.000Z
"5/29/2022, 2:54:12 AM",3.659,77.7,94.8,10,2022-05-29T07:54:12.000Z
"5/29/2022, 2:57:12 AM",3.66,77.7,94.8,10,2022-05-29T07:57:12.000Z
"5/29/2022, 3:00:12 AM",3.66,77.7,94.8,10,2022-05-29T08:00:12.000Z
"5/29/2022, 3:03:12 AM",3.659,77.7,94.8,10,2022-05-29T08:03:12.000Z
"5/29/2022, 3:06:12 AM",3.66,77.7,94.8,10,2022-05-29T08:06:12.000Z
"5/29/2022, 3:09:12 AM",3.66,77.7,94.8,10,2022-05-29T08:09:12.000Z
"5/29/2022, 3:12:12 AM",3.66,77.7,94.8,10,2022-05-29T08:12:12.000Z
"5/29/2022, 3:15:12 AM",3.66,77.7,94.8,10,2022-05-29T08:15:12.000Z
"5/29/2022, 3:18:12 AM",3.66,77.7,94.8,11,2022-05-29T08:18:12.000Z
"5/29/2022, 3:21:12 AM",3.659,77.7,94.9,11,2022-05-29T08:21:12.000Z
"5/29/2022, 3:24:12 AM",3.66,77.7,94.8,10,2022-05-29T08:24:12.000Z
"5/29/2022, 3:27:12 AM",3.66,77.7,94.8,11,2022-05-29T08:27:12.000Z
"5/29/2022, 3:30:12 AM",3.66,77.7,94.8,10,2022-05-29T08:30:12.000Z
"5/29/2022, 3:33:12 AM",3.659,77.7,94.8,10,2022-05-29T08:33:12.000Z
"5/29/2022, 3:36:12 AM",3.66,77.7,94.8,10,2022-05-29T08:36:12.000Z
"5/29/2022, 3:39:12 AM",3.66,77.7,94.8,10,2022-05-29T08:39:12.000Z
"5/29/2022, 3:42:12 AM",3.659,77.7,94.8,10,2022-05-29T08:42:12.000Z
"5/29/2022, 3:45:12 AM",3.66,77.5,94.8,10,2022-05-29T08:45:12.000Z
"5/29/2022, 3:48:12 AM",3.659,77.5,94.8,10,2022-05-29T08:48:12.000Z
"5/29/2022, 3:51:12 AM",3.66,77.5,94.9,10,2022-05-29T08:51:12.000Z
"5/29/2022, 3:54:12 AM",3.659,77.5,94.9,10,2022-05-29T08:54:12.000Z
"5/29/2022, 3:57:12 AM",3.66,77.5,94.9,10,2022-05-29T08:57:12.000Z
"5/29/2022, 4:00:12 AM",3.659,77.5,94.9,10,2022-05-29T09:00:12.000Z
"5/29/2022, 4:03:12 AM",3.659,77.5,94.9,11,2022-05-29T09:03:12.000Z
"5/29/2022, 4:06:12 AM",3.66,77.5,94.9,10,2022-05-29T09:06:12.000Z
"5/29/2022, 4:09:12 AM",3.659,77.5,94.9,10,2022-05-29T09:09:12.000Z
"5/29/2022, 4:12:12 AM",3.66,77.4,94.9,10,2022-05-29T09:12:12.000Z
"5/29/2022, 4:15:12 AM",3.66,77.4,94.9,10,2022-05-29T09:15:12.000Z
"5/29/2022, 4:18:12 AM",3.66,77.4,94.9,10,2022-05-29T09:18:12.000Z
"5/29/2022, 4:21:12 AM",3.66,77.4,94.9,10,2022-05-29T09:21:12.000Z
"5/29/2022, 4:24:12 AM",3.66,77.4,94.9,10,2022-05-29T09:24:12.000Z
"5/29/2022, 4:27:12 AM",3.659,77.2,94.9,10,2022-05-29T09:27:12.000Z
"5/29/2022, 4:30:12 AM",3.66,77.2,94.9,10,2022-05-29T09:30:12.000Z
"5/29/2022, 4:33:12 AM",3.659,77.2,94.9,10,2022-05-29T09:33:12.000Z
"5/29/2022, 4:36:12 AM",3.66,77.2,94.9,10,2022-05-29T09:36:12.000Z
"5/29/2022, 4:39:12 AM",3.66,77.2,94.9,11,2022-05-29T09:39:12.000Z
"5/29/2022, 4:42:12 AM",3.66,77.2,94.9,11,2022-05-29T09:42:12.000Z
"5/29/2022, 4:45:12 AM",3.659,77.2,94.9,10,2022-05-29T09:45:12.000Z
"5/29/2022, 4:48:12 AM",3.66,77,94.9,10,2022-05-29T09:48:12.000Z
"5/29/2022, 4:51:12 AM",3.659,77,94.9,10,2022-05-29T09:51:12.000Z
"5/29/2022, 4:54:12 AM",3.66,77,94.9,10,2022-05-29T09:54:12.000Z
"5/29/2022, 4:57:12 AM",3.66,77,94.9,10,2022-05-29T09:57:12.000Z
"5/29/2022, 5:00:12 AM",3.659,77,94.9,10,2022-05-29T10:00:12.000Z
"5/29/2022, 5:03:12 AM",3.659,77,94.9,10,2022-05-29T10:03:12.000Z
"5/29/2022, 5:06:12 AM",3.66,77,94.9,10,2022-05-29T10:06:12.000Z
"5/29/2022, 5:09:12 AM",3.659,77,94.9,10,2022-05-29T10:09:12.000Z
"5/29/2022, 5:12:12 AM",3.66,77,94.9,10,2022-05-29T10:12:12.000Z
"5/29/2022, 5:15:12 AM",3.659,77,94.9,10,2022-05-29T10:15:12.000Z
"5/29/2022, 5:18:12 AM",3.66,77,94.9,10,2022-05-29T10:18:12.000Z
"5/29/2022, 5:21:12 AM",3.66,77,94.9,10,2022-05-29T10:21:12.000Z
"5/29/2022, 5:24:12 AM",3.659,77,94.9,10,2022-05-29T10:24:12.000Z
"5/29/2022, 5:27:12 AM",3.659,77,94.9,10,2022-05-29T10:27:12.000Z
"5/29/2022, 5:30:12 AM",3.659,77,94.9,10,2022-05-29T10:30:12.000Z
"5/29/2022, 5:33:12 AM",3.66,77,94.9,10,2022-05-29T10:33:12.000Z
"5/29/2022, 5:36:12 AM",3.66,77.2,95,10,2022-05-29T10:36:12.000Z
"5/29/2022, 5:39:12 AM",3.659,77.2,95,10,2022-05-29T10:39:12.000Z
"5/29/2022, 5:42:12 AM",3.659,77.2,95,10,2022-05-29T10:42:12.000Z
"5/29/2022, 5:45:12 AM",3.659,77.4,95,10,2022-05-29T10:45:12.000Z
"5/29/2022, 5:48:12 AM",3.659,77.4,95,11,2022-05-29T10:48:12.000Z
"5/29/2022, 5:51:12 AM",3.659,77.4,95,10,2022-05-29T10:51:12.000Z
"5/29/2022, 5:54:12 AM",3.659,77.5,95,10,2022-05-29T10:54:12.000Z
"5/29/2022, 5:57:12 AM",3.659,77.5,95,10,2022-05-29T10:57:12.000Z
"5/29/2022, 6:00:12 AM",3.659,77.7,95,10,2022-05-29T11:00:12.000Z
"5/29/2022, 6:03:12 AM",3.659,77.9,95,10,2022-05-29T11:03:12.000Z
"5/29/2022, 6:06:12 AM",3.659,78.1,95,11,2022-05-29T11:06:12.000Z
"5/29/2022, 6:09:12 AM",3.659,78.3,95,11,2022-05-29T11:09:12.000Z
"5/29/2022, 6:12:12 AM",3.659,78.4,95,11,2022-05-29T11:12:12.000Z
"5/29/2022, 6:15:12 AM",3.659,78.6,95,11,2022-05-29T11:15:12.000Z
"5/29/2022, 6:18:12 AM",3.659,78.8,95,11,2022-05-29T11:18:12.000Z
"5/29/2022, 6:21:12 AM",3.659,79,95,11,2022-05-29T11:21:12.000Z
"5/29/2022, 6:24:12 AM",3.659,79,95,11,2022-05-29T11:24:12.000Z
"5/29/2022, 6:27:12 AM",3.658,79.2,95,11,2022-05-29T11:27:12.000Z
"5/29/2022, 6:30:12 AM",3.659,79.3,95,11,2022-05-29T11:30:12.000Z
"5/29/2022, 6:33:12 AM",3.659,79.5,95,11,2022-05-29T11:33:12.000Z
"5/29/2022, 6:36:12 AM",3.659,79.7,95,11,2022-05-29T11:36:12.000Z
"5/29/2022, 6:39:12 AM",3.659,79.9,95,12,2022-05-29T11:39:12.000Z
"5/29/2022, 6:42:12 AM",3.658,80.1,95,12,2022-05-29T11:42:12.000Z
"5/29/2022, 6:45:12 AM",3.658,80.2,95,12,2022-05-29T11:45:12.000Z
"5/29/2022, 6:48:12 AM",3.658,80.4,94.9,11,2022-05-29T11:48:12.000Z
"5/29/2022, 6:51:12 AM",3.658,80.6,95,12,2022-05-29T11:51:12.000Z
"5/29/2022, 6:54:12 AM",3.658,80.8,94.9,12,2022-05-29T11:54:12.000Z
"5/29/2022, 6:57:12 AM",3.659,81,95,12,2022-05-29T11:57:12.000Z
"5/29/2022, 7:00:12 AM",3.658,81.1,95,12,2022-05-29T12:00:12.000Z
"5/29/2022, 7:03:12 AM",3.659,81.3,95,13,2022-05-29T12:03:12.000Z
"5/29/2022, 7:06:12 AM",3.658,81.5,95,13,2022-05-29T12:06:12.000Z
"5/29/2022, 7:09:12 AM",3.658,81.7,95.1,13,2022-05-29T12:09:12.000Z
"5/29/2022, 7:12:12 AM",3.658,82,95,13,2022-05-29T12:12:12.000Z
"5/29/2022, 7:15:12 AM",3.658,82.2,95,13,2022-05-29T12:15:12.000Z
"5/29/2022, 7:18:12 AM",3.658,82.4,95,13,2022-05-29T12:18:12.000Z
"5/29/2022, 7:21:12 AM",3.658,82.8,95,14,2022-05-29T12:21:12.000Z
"5/29/2022, 7:24:12 AM",3.658,82.9,95,14,2022-05-29T12:24:12.000Z
"5/29/2022, 7:27:12 AM",3.658,83.1,95,14,2022-05-29T12:27:12.000Z
"5/29/2022, 7:30:12 AM",3.658,83.3,95,15,2022-05-29T12:30:12.000Z
"5/29/2022, 7:33:12 AM",3.658,83.7,95,15,2022-05-29T12:33:12.000Z
"5/29/2022, 7:36:12 AM",3.658,83.8,95,15,2022-05-29T12:36:12.000Z
"5/29/2022, 7:39:12 AM",3.657,84,95,15,2022-05-29T12:39:12.000Z
"5/29/2022, 7:42:12 AM",3.658,84.2,95,16,2022-05-29T12:42:12.000Z
"5/29/2022, 7:45:12 AM",3.657,84.2,95,16,2022-05-29T12:45:12.000Z
"5/29/2022, 7:48:12 AM",3.658,84.6,95,16,2022-05-29T12:48:12.000Z
"5/29/2022, 7:51:12 AM",3.658,84.6,95,17,2022-05-29T12:51:12.000Z
"5/29/2022, 7:54:12 AM",3.658,84.7,95,17,2022-05-29T12:54:12.000Z
"5/29/2022, 7:57:12 AM",3.658,84.9,95,17,2022-05-29T12:57:12.000Z
"5/29/2022, 8:00:12 AM",3.658,85.1,95,19,2022-05-29T13:00:12.000Z
"5/29/2022, 8:03:12 AM",3.658,85.3,95,19,2022-05-29T13:03:12.000Z
"5/29/2022, 8:06:12 AM",3.658,85.5,95.1,19,2022-05-29T13:06:12.000Z
"5/29/2022, 8:09:12 AM",3.657,85.6,95,20,2022-05-29T13:09:12.000Z
"5/29/2022, 8:12:12 AM",3.658,86,95,20,2022-05-29T13:12:12.000Z
"5/29/2022, 8:15:12 AM",3.657,86.2,95.1,20,2022-05-29T13:15:12.000Z
"5/29/2022, 8:18:12 AM",3.657,86.4,95.1,20,2022-05-29T13:18:12.000Z
"5/29/2022, 8:21:12 AM",3.657,86.5,95.1,20,2022-05-29T13:21:12.000Z
"5/29/2022, 8:24:12 AM",3.657,86.7,95.1,20,2022-05-29T13:24:12.000Z
"5/29/2022, 8:27:12 AM",3.658,87.1,95.1,20,2022-05-29T13:27:12.000Z
"5/29/2022, 8:30:12 AM",3.657,87.3,95.1,21,2022-05-29T13:30:12.000Z
"5/29/2022, 8:33:12 AM",3.657,87.4,95.1,21,2022-05-29T13:33:12.000Z
"5/29/2022, 8:36:12 AM",3.657,87.6,95.1,22,2022-05-29T13:36:12.000Z
"5/29/2022, 8:39:12 AM",3.657,87.6,95.1,22,2022-05-29T13:39:12.000Z
"5/29/2022, 8:42:12 AM",3.657,87.8,95.1,22,2022-05-29T13:42:12.000Z
"5/29/2022, 8:45:12 AM",3.657,88,95.1,22,2022-05-29T13:45:12.000Z
"5/29/2022, 8:48:12 AM",3.657,88.2,95.1,21,2022-05-29T13:48:12.000Z
"5/29/2022, 8:51:12 AM",3.657,88.3,95.2,22,2022-05-29T13:51:12.000Z
"5/29/2022, 8:54:12 AM",3.657,88.5,95.1,22,2022-05-29T13:54:12.000Z
"5/29/2022, 8:57:12 AM",3.657,88.5,95.2,22,2022-05-29T13:57:12.000Z
"5/29/2022, 9:00:12 AM",3.657,88.5,95.2,21,2022-05-29T14:00:12.000Z
"5/29/2022, 9:03:12 AM",3.657,88.5,95.2,22,2022-05-29T14:03:12.000Z
"5/29/2022, 9:06:12 AM",3.657,88.5,95.3,22,2022-05-29T14:06:12.000Z
"5/29/2022, 9:09:12 AM",3.658,88.5,95.3,22,2022-05-29T14:09:12.000Z
"5/29/2022, 9:12:12 AM",3.657,88.7,95.3,21,2022-05-29T14:12:12.000Z
"5/29/2022, 9:15:12 AM",3.657,88.7,95.3,21,2022-05-29T14:15:12.000Z
"5/29/2022, 9:18:12 AM",3.657,88.9,95.3,21,2022-05-29T14:18:12.000Z
"5/29/2022, 9:21:12 AM",3.658,88.9,95.3,21,2022-05-29T14:21:12.000Z
"5/29/2022, 9:24:12 AM",3.657,88.9,95.4,21,2022-05-29T14:24:12.000Z
"5/29/2022, 9:27:12 AM",3.657,88.9,95.4,21,2022-05-29T14:27:12.000Z
"5/29/2022, 9:30:12 AM",3.657,88.9,95.4,21,2022-05-29T14:30:12.000Z
"5/29/2022, 9:33:12 AM",3.657,88.9,95.4,21,2022-05-29T14:33:12.000Z
"5/29/2022, 9:36:12 AM",3.657,88.9,95.5,21,2022-05-29T14:36:12.000Z
"5/29/2022, 9:39:12 AM",3.657,89.1,95.5,21,2022-05-29T14:39:12.000Z
"5/29/2022, 9:42:12 AM",3.658,89.2,95.5,21,2022-05-29T14:42:12.000Z
"5/29/2022, 9:45:12 AM",3.657,89.2,95.5,21,2022-05-29T14:45:12.000Z
"5/29/2022, 9:48:12 AM",3.658,89.4,95.5,21,2022-05-29T14:48:12.000Z
"5/29/2022, 9:51:12 AM",3.658,89.6,95.6,21,2022-05-29T14:51:12.000Z
"5/29/2022, 9:54:12 AM",3.658,89.6,95.5,20,2022-05-29T14:54:12.000Z
"5/29/2022, 9:57:12 AM",3.657,89.8,95.5,20,2022-05-29T14:57:12.000Z
"5/29/2022, 10:00:12 AM",3.657,90,95.5,20,2022-05-29T15:00:12.000Z
"5/29/2022, 10:03:12 AM",3.657,90,95.6,20,2022-05-29T15:03:12.000Z
"5/29/2022, 10:06:12 AM",3.658,90,95.6,20,2022-05-29T15:06:12.000Z
"5/29/2022, 10:09:12 AM",3.658,90,95.6,20,2022-05-29T15:09:12.000Z
"5/29/2022, 10:12:12 AM",3.658,90,95.6,20,2022-05-29T15:12:12.000Z
"5/29/2022, 10:15:12 AM",3.658,90,95.6,20,2022-05-29T15:15:12.000Z
"5/29/2022, 10:18:12 AM",3.658,90,95.6,21,2022-05-29T15:18:12.000Z
"5/29/2022, 10:21:12 AM",3.658,90,95.6,21,2022-05-29T15:21:12.000Z
"5/29/2022, 10:24:12 AM",3.658,90.1,95.6,22,2022-05-29T15:24:12.000Z
"5/29/2022, 10:27:12 AM",3.658,90.1,95.7,22,2022-05-29T15:27:12.000Z
"5/29/2022, 10:30:12 AM",3.658,90.3,95.7,22,2022-05-29T15:30:12.000Z
"5/29/2022, 10:33:12 AM",3.657,90.3,95.7,22,2022-05-29T15:33:12.000Z
"5/29/2022, 10:36:12 AM",3.658,90.5,95.7,22,2022-05-29T15:36:12.000Z
"5/29/2022, 10:39:12 AM",3.657,90.7,95.7,22,2022-05-29T15:39:12.000Z
"5/29/2022, 10:42:12 AM",3.657,90.7,95.7,21,2022-05-29T15:42:12.000Z
"5/29/2022, 10:45:12 AM",3.658,90.7,95.7,22,2022-05-29T15:45:12.000Z
"5/29/2022, 10:48:12 AM",3.657,90.9,95.8,22,2022-05-29T15:48:12.000Z
"5/29/2022, 10:51:12 AM",3.657,90.9,95.7,22,2022-05-29T15:51:12.000Z
"5/29/2022, 10:54:12 AM",3.658,90.9,95.8,22,2022-05-29T15:54:12.000Z
"5/29/2022, 10:57:12 AM",3.658,91,95.8,23,2022-05-29T15:57:12.000Z
"5/29/2022, 11:00:12 AM",3.658,91.2,95.8,24,2022-05-29T16:00:12.000Z
"5/29/2022, 11:03:12 AM",3.657,91.4,95.8,24,2022-05-29T16:03:12.000Z
"5/29/2022, 11:06:12 AM",3.657,91.4,95.8,25,2022-05-29T16:06:12.000Z
"5/29/2022, 11:09:12 AM",3.657,91.6,95.8,24,2022-05-29T16:09:12.000Z
"5/29/2022, 11:12:12 AM",3.658,91.8,95.8,23,2022-05-29T16:12:12.000Z
"5/29/2022, 11:15:12 AM",3.658,91.8,95.9,23,2022-05-29T16:15:12.000Z
"5/29/2022, 11:18:12 AM",3.658,91.9,95.9,23,2022-05-29T16:18:12.000Z
"5/29/2022, 11:21:12 AM",3.657,92.1,95.9,22,2022-05-29T16:21:12.000Z
"5/29/2022, 11:24:12 AM",3.657,92.1,95.9,22,2022-05-29T16:24:12.000Z
"5/29/2022, 11:27:12 AM",3.657,92.3,95.9,22,2022-05-29T16:27:12.000Z
"5/29/2022, 11:30:12 AM",3.657,92.5,95.9,21,2022-05-29T16:30:12.000Z
"5/29/2022, 11:33:12 AM",3.657,92.7,95.9,21,2022-05-29T16:33:12.000Z
"5/29/2022, 11:36:12 AM",3.657,92.8,95.9,21,2022-05-29T16:36:12.000Z
"5/29/2022, 11:39:12 AM",3.657,93,95.9,20,2022-05-29T16:39:12.000Z
"5/29/2022, 11:42:12 AM",3.657,93,95.9,20,2022-05-29T16:42:12.000Z
"5/29/2022, 11:45:12 AM",3.657,93.2,95.8,19,2022-05-29T16:45:12.000Z
"5/29/2022, 11:48:12 AM",3.657,93.4,95.9,19,2022-05-29T16:48:12.000Z
"5/29/2022, 11:51:12 AM",3.657,93.4,95.8,20,2022-05-29T16:51:12.000Z
"5/29/2022, 11:54:12 AM",3.657,93.6,95.9,19,2022-05-29T16:54:12.000Z
"5/29/2022, 11:57:12 AM",3.657,93.7,95.8,19,2022-05-29T16:57:12.000Z
"5/29/2022, 12:00:12 PM",3.657,93.9,95.9,18,2022-05-29T17:00:12.000Z
"5/29/2022, 12:03:12 PM",3.657,93.9,95.9,18,2022-05-29T17:03:12.000Z
"5/29/2022, 12:06:12 PM",3.657,94.1,95.8,17,2022-05-29T17:06:12.000Z
"5/29/2022, 12:09:12 PM",3.657,94.3,95.9,18,2022-05-29T17:09:12.000Z
"5/29/2022, 12:12:12 PM",3.657,94.3,95.9,17,2022-05-29T17:12:12.000Z
"5/29/2022, 12:15:12 PM",3.657,94.5,95.9,18,2022-05-29T17:15:12.000Z
"5/29/2022, 12:18:12 PM",3.657,94.5,95.9,16,2022-05-29T17:18:12.000Z
"5/29/2022, 12:21:12 PM",3.657,94.6,95.9,17,2022-05-29T17:21:12.000Z
"5/29/2022, 12:24:12 PM",3.657,94.6,95.9,17,2022-05-29T17:24:12.000Z
"5/29/2022, 12:27:12 PM",3.657,94.8,95.9,16,2022-05-29T17:27:12.000Z
"5/29/2022, 12:30:12 PM",3.657,95,95.8,16,2022-05-29T17:30:12.000Z
"5/29/2022, 12:33:12 PM",3.657,95.2,95.9,15,2022-05-29T17:33:12.000Z
"5/29/2022, 12:36:12 PM",3.657,95.2,95.8,16,2022-05-29T17:36:12.000Z
"5/29/2022, 12:39:12 PM",3.656,95.4,95.8,15,2022-05-29T17:39:12.000Z
"5/29/2022, 12:42:12 PM",3.657,95.5,95.8,15,2022-05-29T17:42:12.000Z
"5/29/2022, 12:45:12 PM",3.657,95.7,95.8,15,2022-05-29T17:45:12.000Z
"5/29/2022, 12:48:12 PM",3.657,95.9,95.8,15,2022-05-29T17:48:12.000Z
"5/29/2022, 12:51:12 PM",3.656,95.9,95.8,13,2022-05-29T17:51:12.000Z
"5/29/2022, 12:54:12 PM",3.656,96.1,95.8,14,2022-05-29T17:54:12.000Z
"5/29/2022, 12:57:12 PM",3.656,96.1,95.8,13,2022-05-29T17:57:12.000Z
"5/29/2022, 1:00:12 PM",3.657,96.3,95.8,11,2022-05-29T18:00:12.000Z
"5/29/2022, 1:03:12 PM",3.657,96.3,95.8,11,2022-05-29T18:03:12.000Z
"5/29/2022, 1:06:12 PM",3.656,96.3,95.8,11,2022-05-29T18:06:12.000Z
"5/29/2022, 1:09:12 PM",3.656,96.4,95.8,10,2022-05-29T18:09:12.000Z
"5/29/2022, 1:12:12 PM",3.657,96.4,95.8,11,2022-05-29T18:12:12.000Z
"5/29/2022, 1:15:12 PM",3.656,96.4,95.8,11,2022-05-29T18:15:12.000Z
"5/29/2022, 1:18:12 PM",3.656,96.6,95.8,11,2022-05-29T18:18:12.000Z
"5/29/2022, 1:21:12 PM",3.657,96.6,95.8,11,2022-05-29T18:21:12.000Z
"5/29/2022, 1:24:12 PM",3.657,96.8,95.8,11,2022-05-29T18:24:12.000Z
"5/29/2022, 1:27:12 PM",3.657,96.8,95.8,11,2022-05-29T18:27:12.000Z
"5/29/2022, 1:30:12 PM",3.657,96.8,95.7,10,2022-05-29T18:30:12.000Z
"5/29/2022, 1:33:12 PM",3.657,96.8,95.7,11,2022-05-29T18:33:12.000Z
"5/29/2022, 1:36:12 PM",3.657,96.8,95.7,11,2022-05-29T18:36:12.000Z
"5/29/2022, 1:39:12 PM",3.656,96.8,95.7,10,2022-05-29T18:39:12.000Z
"5/29/2022, 1:42:12 PM",3.656,97,95.8,10,2022-05-29T18:42:12.000Z
"5/29/2022, 1:45:12 PM",3.656,97,95.7,10,2022-05-29T18:45:12.000Z
"5/29/2022, 1:48:12 PM",3.657,97,95.7,10,2022-05-29T18:48:12.000Z
"5/29/2022, 1:51:12 PM",3.657,97.2,95.7,10,2022-05-29T18:51:12.000Z
"5/29/2022, 1:54:12 PM",3.657,97.2,95.7,9,2022-05-29T18:54:12.000Z
"5/29/2022, 1:57:12 PM",3.656,97.2,95.7,10,2022-05-29T18:57:12.000Z
"5/29/2022, 2:00:12 PM",3.656,97.3,95.7,9,2022-05-29T19:00:12.000Z
"5/29/2022, 2:03:12 PM",3.657,97.3,95.7,9,2022-05-29T19:03:12.000Z
"5/29/2022, 2:06:12 PM",3.657,97.3,95.7,9,2022-05-29T19:06:12.000Z
"5/29/2022, 2:09:12 PM",3.657,97.3,95.7,9,2022-05-29T19:09:12.000Z
"5/29/2022, 2:12:12 PM",3.657,97.3,95.6,9,2022-05-29T19:12:12.000Z
"5/29/2022, 2:15:12 PM",3.657,97.3,95.6,9,2022-05-29T19:15:12.000Z
"5/29/2022, 2:18:12 PM",3.657,97.3,95.6,10,2022-05-29T19:18:12.000Z
"5/29/2022, 2:21:12 PM",3.657,97.5,95.6,9,2022-05-29T19:21:12.000Z
"5/29/2022, 2:24:12 PM",3.657,97.5,95.6,9,2022-05-29T19:24:12.000Z
"5/29/2022, 2:27:12 PM",3.657,97.5,95.6,9,2022-05-29T19:27:12.000Z
"5/29/2022, 2:30:12 PM",3.657,97.5,95.6,9,2022-05-29T19:30:12.000Z
"5/29/2022, 2:33:12 PM",3.657,97.7,95.6,8,2022-05-29T19:33:12.000Z
"5/29/2022, 2:36:12 PM",3.657,97.7,95.6,8,2022-05-29T19:36:12.000Z
"5/29/2022, 2:39:12 PM",3.657,97.9,95.5,8,2022-05-29T19:39:12.000Z
"5/29/2022, 2:42:12 PM",3.657,97.9,95.6,8,2022-05-29T19:42:12.000Z
"5/29/2022, 2:45:12 PM",3.657,97.9,95.6,9,2022-05-29T19:45:12.000Z
"5/29/2022, 2:48:12 PM",3.657,97.9,95.5,9,2022-05-29T19:48:12.000Z
"5/29/2022, 2:51:12 PM",3.657,98.1,95.5,9,2022-05-29T19:51:12.000Z
"5/29/2022, 2:54:12 PM",3.657,98.1,95.4,8,2022-05-29T19:54:12.000Z
"5/29/2022, 2:57:12 PM",3.657,98.1,95.4,9,2022-05-29T19:57:12.000Z
"5/29/2022, 3:00:12 PM",3.656,98.2,95.5,8,2022-05-29T20:00:12.000Z
"5/29/2022, 3:03:12 PM",3.657,98.2,95.5,8,2022-05-29T20:03:12.000Z
"5/29/2022, 3:06:12 PM",3.657,98.2,95.4,8,2022-05-29T20:06:12.000Z
"5/29/2022, 3:09:12 PM",3.657,98.2,95.4,8,2022-05-29T20:09:12.000Z
"5/29/2022, 3:12:12 PM",3.657,98.2,95.4,7,2022-05-29T20:12:12.000Z
"5/29/2022, 3:15:12 PM",3.657,98.2,95.4,7,2022-05-29T20:15:12.000Z
"5/29/2022, 3:18:12 PM",3.657,98.2,95.4,7,2022-05-29T20:18:12.000Z
"5/29/2022, 3:21:12 PM",3.657,98.2,95.4,8,2022-05-29T20:21:12.000Z
"5/29/2022, 3:24:12 PM",3.657,98.2,95.3,8,2022-05-29T20:24:12.000Z
"5/29/2022, 3:27:12 PM",3.657,98.2,95.3,8,2022-05-29T20:27:12.000Z
"5/29/2022, 3:30:12 PM",3.657,98.1,95.3,8,2022-05-29T20:30:12.000Z
"5/29/2022, 3:33:12 PM",3.657,98.1,95.3,8,2022-05-29T20:33:12.000Z
"5/29/2022, 3:36:12 PM",3.657,98.1,95.3,8,2022-05-29T20:36:12.000Z
"5/29/2022, 3:39:12 PM",3.657,97.9,95.3,8,2022-05-29T20:39:12.000Z
"5/29/2022, 3:42:12 PM",3.657,97.9,95.3,8,2022-05-29T20:42:12.000Z
"5/29/2022, 3:45:12 PM",3.657,97.9,95.3,8,2022-05-29T20:45:12.000Z
"5/29/2022, 3:48:12 PM",3.657,97.9,95.3,8,2022-05-29T20:48:12.000Z
"5/29/2022, 3:51:12 PM",3.657,97.9,95.2,8,2022-05-29T20:51:12.000Z
"5/29/2022, 3:54:12 PM",3.657,97.9,95.2,7,2022-05-29T20:54:12.000Z
"5/29/2022, 3:57:12 PM",3.657,97.9,95.2,8,2022-05-29T20:57:12.000Z
"5/29/2022, 4:00:12 PM",3.657,97.9,95.2,7,2022-05-29T21:00:12.000Z
"5/29/2022, 4:03:12 PM",3.658,97.9,95.2,8,2022-05-29T21:03:12.000Z
"5/29/2022, 4:06:12 PM",3.657,97.9,95.2,9,2022-05-29T21:06:12.000Z
"5/29/2022, 4:09:12 PM",3.657,97.9,95.2,8,2022-05-29T21:09:12.000Z
"5/29/2022, 4:12:12 PM",3.657,97.9,95.1,8,2022-05-29T21:12:12.000Z
"5/29/2022, 4:15:12 PM",3.657,97.9,95.1,8,2022-05-29T21:15:12.000Z
