Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/20/2022, 2:45:12 AM",3.656,78.1,86.1,28,2022-05-20T07:45:12.000Z
"5/20/2022, 2:48:12 AM",3.656,77.9,86.1,28,2022-05-20T07:48:12.000Z
"5/20/2022, 2:51:12 AM",3.656,77.9,86.1,28,2022-05-20T07:51:12.000Z
"5/20/2022, 2:54:12 AM",3.656,77.9,86.2,28,2022-05-20T07:54:12.000Z
"5/20/2022, 2:57:12 AM",3.656,77.9,86.2,28,2022-05-20T07:57:12.000Z
"5/20/2022, 3:00:12 AM",3.656,77.9,86.2,28,2022-05-20T08:00:12.000Z
"5/20/2022, 3:03:12 AM",3.655,77.9,86.3,28,2022-05-20T08:03:12.000Z
"5/20/2022, 3:06:12 AM",3.655,77.9,86.3,27,2022-05-20T08:06:12.000Z
"5/20/2022, 3:09:12 AM",3.656,77.9,86.3,28,2022-05-20T08:09:12.000Z
"5/20/2022, 3:12:12 AM",3.656,77.9,86.3,28,2022-05-20T08:12:12.000Z
"5/20/2022, 3:15:12 AM",3.656,77.9,86.4,28,2022-05-20T08:15:12.000Z
"5/20/2022, 3:18:12 AM",3.656,77.9,86.4,28,2022-05-20T08:18:12.000Z
"5/20/2022, 3:21:12 AM",3.656,77.9,86.4,28,2022-05-20T08:21:12.000Z
"5/20/2022, 3:24:12 AM",3.656,77.9,86.4,28,2022-05-20T08:24:12.000Z
"5/20/2022, 3:27:12 AM",3.655,77.9,86.5,27,2022-05-20T08:27:12.000Z
"5/20/2022, 3:30:12 AM",3.656,77.9,86.5,27,2022-05-20T08:30:12.000Z
"5/20/2022, 3:33:12 AM",3.656,77.9,86.5,28,2022-05-20T08:33:12.000Z
"5/20/2022, 3:36:12 AM",3.656,77.9,86.6,26,2022-05-20T08:36:12.000Z
"5/20/2022, 3:39:12 AM",3.656,77.9,86.6,27,2022-05-20T08:39:12.000Z
"5/20/2022, 3:42:12 AM",3.656,77.7,86.6,28,2022-05-20T08:42:12.000Z
"5/20/2022, 3:45:12 AM",3.656,77.7,86.6,28,2022-05-20T08:45:12.000Z
"5/20/2022, 3:48:12 AM",3.656,77.7,86.7,28,2022-05-20T08:48:12.000Z
"5/20/2022, 3:51:12 AM",3.656,77.9,86.7,28,2022-05-20T08:51:12.000Z
"5/20/2022, 3:54:12 AM",3.656,77.9,86.7,26,2022-05-20T08:54:12.000Z
"5/20/2022, 3:57:12 AM",3.656,77.7,86.7,28,2022-05-20T08:57:12.000Z
"5/20/2022, 4:00:12 AM",3.656,77.7,86.8,26,2022-05-20T09:00:12.000Z
"5/20/2022, 4:03:12 AM",3.656,77.7,86.8,26,2022-05-20T09:03:12.000Z
"5/20/2022, 4:06:12 AM",3.656,77.7,86.8,27,2022-05-20T09:06:12.000Z
"5/20/2022, 4:09:12 AM",3.656,77.7,86.8,26,2022-05-20T09:09:12.000Z
"5/20/2022, 4:12:12 AM",3.655,77.7,86.9,26,2022-05-20T09:12:12.000Z
"5/20/2022, 4:15:12 AM",3.656,77.7,86.9,27,2022-05-20T09:15:12.000Z
"5/20/2022, 4:18:12 AM",3.656,77.7,86.9,26,2022-05-20T09:18:12.000Z
"5/20/2022, 4:21:12 AM",3.656,77.7,86.9,26,2022-05-20T09:21:12.000Z
"5/20/2022, 4:24:12 AM",3.656,77.5,86.9,26,2022-05-20T09:24:12.000Z
"5/20/2022, 4:27:12 AM",3.656,77.5,87,26,2022-05-20T09:27:12.000Z
"5/20/2022, 4:30:12 AM",3.656,77.5,87,26,2022-05-20T09:30:12.000Z
"5/20/2022, 4:33:12 AM",3.656,77.5,87,26,2022-05-20T09:33:12.000Z
"5/20/2022, 4:36:12 AM",3.656,77.5,87.1,26,2022-05-20T09:36:12.000Z
"5/20/2022, 4:39:12 AM",3.656,77.4,87.1,25,2022-05-20T09:39:12.000Z
"5/20/2022, 4:42:12 AM",3.656,77.4,87.1,25,2022-05-20T09:42:12.000Z
"5/20/2022, 4:45:12 AM",3.656,77.4,87.1,25,2022-05-20T09:45:12.000Z
"5/20/2022, 4:48:12 AM",3.656,77.4,87.2,24,2022-05-20T09:48:12.000Z
"5/20/2022, 4:51:12 AM",3.656,77.2,87.2,24,2022-05-20T09:51:12.000Z
"5/20/2022, 4:54:12 AM",3.656,77.2,87.2,24,2022-05-20T09:54:12.000Z
"5/20/2022, 4:57:12 AM",3.656,77.2,87.2,23,2022-05-20T09:57:12.000Z
"5/20/2022, 5:00:12 AM",3.656,77.2,87.2,24,2022-05-20T10:00:12.000Z
"5/20/2022, 5:03:12 AM",3.656,77,87.3,24,2022-05-20T10:03:12.000Z
"5/20/2022, 5:06:12 AM",3.656,77,87.3,24,2022-05-20T10:06:12.000Z
"5/20/2022, 5:09:12 AM",3.656,77,87.3,23,2022-05-20T10:09:12.000Z
"5/20/2022, 5:12:12 AM",3.656,77,87.3,23,2022-05-20T10:12:12.000Z
"5/20/2022, 5:15:12 AM",3.656,76.8,87.4,23,2022-05-20T10:15:12.000Z
"5/20/2022, 5:18:12 AM",3.656,76.8,87.4,24,2022-05-20T10:18:12.000Z
"5/20/2022, 5:21:12 AM",3.656,76.8,87.5,23,2022-05-20T10:21:12.000Z
"5/20/2022, 5:24:12 AM",3.656,76.8,87.5,23,2022-05-20T10:24:12.000Z
"5/20/2022, 5:27:12 AM",3.656,76.8,87.5,23,2022-05-20T10:27:12.000Z
"5/20/2022, 5:30:12 AM",3.656,76.6,87.5,23,2022-05-20T10:30:12.000Z
"5/20/2022, 5:33:12 AM",3.656,76.6,87.5,22,2022-05-20T10:33:12.000Z
"5/20/2022, 5:36:12 AM",3.656,76.6,87.6,23,2022-05-20T10:36:12.000Z
"5/20/2022, 5:39:12 AM",3.656,76.5,87.6,22,2022-05-20T10:39:12.000Z
"5/20/2022, 5:42:12 AM",3.656,76.5,87.6,22,2022-05-20T10:42:12.000Z
"5/20/2022, 5:45:12 AM",3.656,76.5,87.6,23,2022-05-20T10:45:12.000Z
"5/20/2022, 5:48:12 AM",3.656,76.5,87.6,22,2022-05-20T10:48:12.000Z
"5/20/2022, 5:51:12 AM",3.656,76.3,87.6,22,2022-05-20T10:51:12.000Z
"5/20/2022, 5:54:12 AM",3.656,76.3,87.7,22,2022-05-20T10:54:12.000Z
"5/20/2022, 5:57:12 AM",3.656,76.3,87.7,23,2022-05-20T10:57:12.000Z
"5/20/2022, 6:00:12 AM",3.656,76.3,87.7,23,2022-05-20T11:00:12.000Z
"5/20/2022, 6:03:12 AM",3.656,76.3,87.8,23,2022-05-20T11:03:12.000Z
"5/20/2022, 6:06:12 AM",3.656,76.3,87.8,24,2022-05-20T11:06:12.000Z
"5/20/2022, 6:09:12 AM",3.656,76.3,87.8,23,2022-05-20T11:09:12.000Z
"5/20/2022, 6:12:12 AM",3.656,76.3,87.8,24,2022-05-20T11:12:12.000Z
"5/20/2022, 6:15:12 AM",3.656,76.3,87.8,24,2022-05-20T11:15:12.000Z
"5/20/2022, 6:18:12 AM",3.656,76.3,87.9,23,2022-05-20T11:18:12.000Z
"5/20/2022, 6:21:12 AM",3.656,76.3,87.9,23,2022-05-20T11:21:12.000Z
"5/20/2022, 6:24:12 AM",3.656,76.3,87.9,24,2022-05-20T11:24:12.000Z
"5/20/2022, 6:27:12 AM",3.656,76.3,87.9,24,2022-05-20T11:27:12.000Z
"5/20/2022, 6:30:12 AM",3.656,76.3,88,24,2022-05-20T11:30:12.000Z
"5/20/2022, 6:33:12 AM",3.656,76.3,88,24,2022-05-20T11:33:12.000Z
"5/20/2022, 6:36:12 AM",3.656,76.3,88,23,2022-05-20T11:36:12.000Z
"5/20/2022, 6:39:12 AM",3.656,76.3,88,24,2022-05-20T11:39:12.000Z
"5/20/2022, 6:42:12 AM",3.656,76.5,88.1,25,2022-05-20T11:42:12.000Z
"5/20/2022, 6:45:12 AM",3.656,76.5,88.1,24,2022-05-20T11:45:12.000Z
"5/20/2022, 6:48:12 AM",3.655,76.6,88.1,24,2022-05-20T11:48:12.000Z
"5/20/2022, 6:51:12 AM",3.656,76.6,88.1,24,2022-05-20T11:51:12.000Z
"5/20/2022, 6:54:12 AM",3.656,76.8,88.2,24,2022-05-20T11:54:12.000Z
"5/20/2022, 6:57:12 AM",3.656,76.8,88.2,23,2022-05-20T11:57:12.000Z
"5/20/2022, 7:00:12 AM",3.656,77,88.2,24,2022-05-20T12:00:12.000Z
"5/20/2022, 7:03:12 AM",3.656,77.2,88.2,24,2022-05-20T12:03:12.000Z
"5/20/2022, 7:06:12 AM",3.656,77.2,88.3,24,2022-05-20T12:06:12.000Z
"5/20/2022, 7:09:12 AM",3.655,77.4,88.3,25,2022-05-20T12:09:12.000Z
"5/20/2022, 7:12:12 AM",3.656,77.4,88.3,26,2022-05-20T12:12:12.000Z
"5/20/2022, 7:15:12 AM",3.656,77.5,88.3,25,2022-05-20T12:15:12.000Z
"5/20/2022, 7:18:12 AM",3.656,77.5,88.3,25,2022-05-20T12:18:12.000Z
"5/20/2022, 7:21:12 AM",3.656,77.5,88.4,26,2022-05-20T12:21:12.000Z
"5/20/2022, 7:24:12 AM",3.656,77.7,88.4,26,2022-05-20T12:24:12.000Z
"5/20/2022, 7:27:12 AM",3.656,77.7,88.4,26,2022-05-20T12:27:12.000Z
"5/20/2022, 7:30:12 AM",3.655,77.9,88.4,28,2022-05-20T12:30:12.000Z
"5/20/2022, 7:33:12 AM",3.656,77.9,88.4,27,2022-05-20T12:33:12.000Z
"5/20/2022, 7:36:12 AM",3.656,78.1,88.5,27,2022-05-20T12:36:12.000Z
"5/20/2022, 7:39:12 AM",3.656,78.1,88.5,27,2022-05-20T12:39:12.000Z
"5/20/2022, 7:42:12 AM",3.655,78.3,88.5,27,2022-05-20T12:42:12.000Z
"5/20/2022, 7:45:12 AM",3.656,78.4,88.5,27,2022-05-20T12:45:12.000Z
"5/20/2022, 7:48:12 AM",3.655,78.6,88.5,28,2022-05-20T12:48:12.000Z
"5/20/2022, 7:51:12 AM",3.655,78.8,88.6,29,2022-05-20T12:51:12.000Z
"5/20/2022, 7:54:12 AM",3.655,79,88.6,31,2022-05-20T12:54:12.000Z
"5/20/2022, 7:57:12 AM",3.656,79.2,88.6,30,2022-05-20T12:57:12.000Z
"5/20/2022, 8:00:12 AM",3.656,79.3,88.6,31,2022-05-20T13:00:12.000Z
"5/20/2022, 8:03:12 AM",3.655,79.7,88.6,30,2022-05-20T13:03:12.000Z
"5/20/2022, 8:06:12 AM",3.655,79.9,88.6,31,2022-05-20T13:06:12.000Z
"5/20/2022, 8:09:12 AM",3.655,80.1,88.7,32,2022-05-20T13:09:12.000Z
"5/20/2022, 8:12:12 AM",3.655,80.4,88.7,31,2022-05-20T13:12:12.000Z
"5/20/2022, 8:15:12 AM",3.655,80.6,88.7,32,2022-05-20T13:15:12.000Z
"5/20/2022, 8:18:12 AM",3.655,80.8,88.7,33,2022-05-20T13:18:12.000Z
"5/20/2022, 8:21:12 AM",3.655,81,88.7,32,2022-05-20T13:21:12.000Z
"5/20/2022, 8:24:12 AM",3.655,81.1,88.8,34,2022-05-20T13:24:12.000Z
"5/20/2022, 8:27:12 AM",3.655,81.5,88.8,35,2022-05-20T13:27:12.000Z
"5/20/2022, 8:30:12 AM",3.655,81.7,88.8,35,2022-05-20T13:30:12.000Z
"5/20/2022, 8:33:12 AM",3.654,82,88.8,35,2022-05-20T13:33:12.000Z
"5/20/2022, 8:36:12 AM",3.655,82.2,88.8,34,2022-05-20T13:36:12.000Z
"5/20/2022, 8:39:12 AM",3.655,82.4,88.8,34,2022-05-20T13:39:12.000Z
"5/20/2022, 8:42:12 AM",3.655,82.6,88.8,35,2022-05-20T13:42:12.000Z
"5/20/2022, 8:45:12 AM",3.655,82.9,88.8,34,2022-05-20T13:45:12.000Z
"5/20/2022, 8:48:12 AM",3.654,83.1,88.9,34,2022-05-20T13:48:12.000Z
"5/20/2022, 8:51:12 AM",3.655,83.3,88.9,34,2022-05-20T13:51:12.000Z
"5/20/2022, 8:54:12 AM",3.655,83.5,88.9,33,2022-05-20T13:54:12.000Z
"5/20/2022, 8:57:12 AM",3.654,83.8,88.9,35,2022-05-20T13:57:12.000Z
"5/20/2022, 9:00:12 AM",3.655,84,89,33,2022-05-20T14:00:12.000Z
"5/20/2022, 9:03:12 AM",3.654,84,89,34,2022-05-20T14:03:12.000Z
"5/20/2022, 9:06:12 AM",3.654,84.2,89,35,2022-05-20T14:06:12.000Z
"5/20/2022, 9:09:12 AM",3.654,84.4,89,34,2022-05-20T14:09:12.000Z
"5/20/2022, 9:12:12 AM",3.654,84.6,89,35,2022-05-20T14:12:12.000Z
"5/20/2022, 9:15:12 AM",3.654,84.6,89,36,2022-05-20T14:15:12.000Z
"5/20/2022, 9:18:12 AM",3.655,84.7,89,35,2022-05-20T14:18:12.000Z
"5/20/2022, 9:21:12 AM",3.654,84.7,89,37,2022-05-20T14:21:12.000Z
"5/20/2022, 9:24:12 AM",3.654,84.9,89.1,35,2022-05-20T14:24:12.000Z
"5/20/2022, 9:27:12 AM",3.654,84.9,89.1,37,2022-05-20T14:27:12.000Z
"5/20/2022, 9:30:12 AM",3.655,84.9,89.1,37,2022-05-20T14:30:12.000Z
"5/20/2022, 9:33:12 AM",3.655,85.1,89.1,37,2022-05-20T14:33:12.000Z
"5/20/2022, 9:36:12 AM",3.655,85.1,89.2,36,2022-05-20T14:36:12.000Z
"5/20/2022, 9:39:12 AM",3.655,85.1,89.2,36,2022-05-20T14:39:12.000Z
"5/20/2022, 9:42:12 AM",3.655,85.1,89.2,37,2022-05-20T14:42:12.000Z
"5/20/2022, 9:45:12 AM",3.655,85.1,89.2,38,2022-05-20T14:45:12.000Z
"5/20/2022, 9:48:12 AM",3.655,85.3,89.2,38,2022-05-20T14:48:12.000Z
"5/20/2022, 9:51:12 AM",3.655,85.3,89.2,37,2022-05-20T14:51:12.000Z
"5/20/2022, 9:54:12 AM",3.655,85.5,89.3,38,2022-05-20T14:54:12.000Z
"5/20/2022, 9:57:12 AM",3.655,85.5,89.3,37,2022-05-20T14:57:12.000Z
"5/20/2022, 10:00:12 AM",3.655,85.5,89.3,37,2022-05-20T15:00:12.000Z
"5/20/2022, 10:03:12 AM",3.655,85.6,89.3,36,2022-05-20T15:03:12.000Z
"5/20/2022, 10:06:12 AM",3.655,85.6,89.3,36,2022-05-20T15:06:12.000Z
"5/20/2022, 10:09:12 AM",3.655,85.8,89.4,36,2022-05-20T15:09:12.000Z
"5/20/2022, 10:12:12 AM",3.654,86,89.4,34,2022-05-20T15:12:12.000Z
"5/20/2022, 10:15:12 AM",3.654,86,89.4,35,2022-05-20T15:15:12.000Z
"5/20/2022, 10:18:12 AM",3.655,86.2,89.4,35,2022-05-20T15:18:12.000Z
"5/20/2022, 10:21:12 AM",3.655,86.4,89.4,35,2022-05-20T15:21:12.000Z
"5/20/2022, 10:24:12 AM",3.655,86.4,89.5,34,2022-05-20T15:24:12.000Z
"5/20/2022, 10:27:12 AM",3.655,86.5,89.5,33,2022-05-20T15:27:12.000Z
"5/20/2022, 10:30:12 AM",3.655,86.5,89.5,32,2022-05-20T15:30:12.000Z
"5/20/2022, 10:33:12 AM",3.655,86.7,89.5,32,2022-05-20T15:33:12.000Z
"5/20/2022, 10:36:12 AM",3.655,86.7,89.6,32,2022-05-20T15:36:12.000Z
"5/20/2022, 10:39:12 AM",3.655,86.7,89.6,32,2022-05-20T15:39:12.000Z
"5/20/2022, 10:42:12 AM",3.654,86.9,89.6,33,2022-05-20T15:42:12.000Z
"5/20/2022, 10:45:12 AM",3.655,86.9,89.6,33,2022-05-20T15:45:12.000Z
"5/20/2022, 10:48:12 AM",3.655,87.1,89.6,32,2022-05-20T15:48:12.000Z
"5/20/2022, 10:51:12 AM",3.655,87.1,89.7,33,2022-05-20T15:51:12.000Z
"5/20/2022, 10:54:12 AM",3.655,87.3,89.7,32,2022-05-20T15:54:12.000Z
"5/20/2022, 10:57:12 AM",3.655,87.3,89.7,32,2022-05-20T15:57:12.000Z
"5/20/2022, 11:00:12 AM",3.655,87.4,89.8,31,2022-05-20T16:00:12.000Z
"5/20/2022, 11:03:12 AM",3.655,87.4,89.8,30,2022-05-20T16:03:12.000Z
"5/20/2022, 11:06:12 AM",3.655,87.6,89.8,29,2022-05-20T16:06:12.000Z
"5/20/2022, 11:09:12 AM",3.655,87.6,89.8,30,2022-05-20T16:09:12.000Z
"5/20/2022, 11:12:12 AM",3.655,87.6,89.8,29,2022-05-20T16:12:12.000Z
"5/20/2022, 11:15:12 AM",3.655,87.8,89.9,30,2022-05-20T16:15:12.000Z
"5/20/2022, 11:18:12 AM",3.655,87.8,89.9,30,2022-05-20T16:18:12.000Z
"5/20/2022, 11:21:12 AM",3.655,88,89.9,30,2022-05-20T16:21:12.000Z
"5/20/2022, 11:24:12 AM",3.655,88,89.9,31,2022-05-20T16:24:12.000Z
"5/20/2022, 11:27:12 AM",3.655,88.2,89.9,29,2022-05-20T16:27:12.000Z
"5/20/2022, 11:30:12 AM",3.655,88.2,89.9,29,2022-05-20T16:30:12.000Z
"5/20/2022, 11:33:12 AM",3.655,88.3,90,29,2022-05-20T16:33:12.000Z
"5/20/2022, 11:36:12 AM",3.655,88.5,90,30,2022-05-20T16:36:12.000Z
"5/20/2022, 11:39:12 AM",3.655,88.7,90,30,2022-05-20T16:39:12.000Z
"5/20/2022, 11:42:12 AM",3.655,88.9,90,29,2022-05-20T16:42:12.000Z
"5/20/2022, 11:45:12 AM",3.655,88.9,90,28,2022-05-20T16:45:12.000Z
"5/20/2022, 11:48:12 AM",3.655,88.9,90,29,2022-05-20T16:48:12.000Z
"5/20/2022, 11:51:12 AM",3.655,89.1,90,29,2022-05-20T16:51:12.000Z
"5/20/2022, 11:54:12 AM",3.655,89.2,90,32,2022-05-20T16:54:12.000Z
"5/20/2022, 11:57:12 AM",3.654,89.4,90,28,2022-05-20T16:57:12.000Z
"5/20/2022, 12:00:12 PM",3.655,89.6,90,27,2022-05-20T17:00:12.000Z
"5/20/2022, 12:03:12 PM",3.655,89.8,90,27,2022-05-20T17:03:12.000Z
"5/20/2022, 12:06:12 PM",3.655,90,90.1,28,2022-05-20T17:06:12.000Z
"5/20/2022, 12:09:12 PM",3.655,90.1,90.1,29,2022-05-20T17:09:12.000Z
"5/20/2022, 12:12:12 PM",3.655,90.1,90.1,29,2022-05-20T17:12:12.000Z
"5/20/2022, 12:15:12 PM",3.654,90.3,90,29,2022-05-20T17:15:12.000Z
"5/20/2022, 12:18:12 PM",3.655,90.5,90.1,29,2022-05-20T17:18:12.000Z
"5/20/2022, 12:21:12 PM",3.655,90.5,90.1,27,2022-05-20T17:21:12.000Z
"5/20/2022, 12:24:12 PM",3.654,90.7,90.1,27,2022-05-20T17:24:12.000Z
"5/20/2022, 12:27:12 PM",3.654,90.7,90.1,29,2022-05-20T17:27:12.000Z
"5/20/2022, 12:30:12 PM",3.655,90.9,90.1,27,2022-05-20T17:30:12.000Z
"5/20/2022, 12:33:12 PM",3.654,91,90.1,26,2022-05-20T17:33:12.000Z
"5/20/2022, 12:36:12 PM",3.654,91,90.1,29,2022-05-20T17:36:12.000Z
"5/20/2022, 12:39:12 PM",3.654,91.2,90.1,28,2022-05-20T17:39:12.000Z
"5/20/2022, 12:42:12 PM",3.655,91.4,90.1,26,2022-05-20T17:42:12.000Z
"5/20/2022, 12:45:12 PM",3.654,91.4,90.1,26,2022-05-20T17:45:12.000Z
"5/20/2022, 12:48:12 PM",3.655,91.6,90.1,27,2022-05-20T17:48:12.000Z
"5/20/2022, 12:51:12 PM",3.655,91.6,90.1,27,2022-05-20T17:51:12.000Z
"5/20/2022, 12:54:12 PM",3.654,91.8,90.2,30,2022-05-20T17:54:12.000Z
"5/20/2022, 12:57:12 PM",3.654,91.8,90.2,29,2022-05-20T17:57:12.000Z
"5/20/2022, 1:00:12 PM",3.654,91.9,90.2,28,2022-05-20T18:00:12.000Z
"5/20/2022, 1:03:12 PM",3.655,91.9,90.1,29,2022-05-20T18:03:12.000Z
"5/20/2022, 1:06:12 PM",3.654,92.1,90.2,27,2022-05-20T18:06:12.000Z
"5/20/2022, 1:09:12 PM",3.654,92.1,90.2,25,2022-05-20T18:09:12.000Z
"5/20/2022, 1:12:12 PM",3.655,92.1,90.1,24,2022-05-20T18:12:12.000Z
"5/20/2022, 1:15:12 PM",3.655,92.3,90.2,24,2022-05-20T18:15:12.000Z
"5/20/2022, 1:18:12 PM",3.655,92.5,90.2,24,2022-05-20T18:18:12.000Z
"5/20/2022, 1:21:12 PM",3.654,92.7,90.2,23,2022-05-20T18:21:12.000Z
"5/20/2022, 1:24:12 PM",3.654,92.7,90.2,24,2022-05-20T18:24:12.000Z
"5/20/2022, 1:27:12 PM",3.654,92.8,90.2,26,2022-05-20T18:27:12.000Z
"5/20/2022, 1:30:12 PM",3.655,92.8,90.2,27,2022-05-20T18:30:12.000Z
"5/20/2022, 1:33:12 PM",3.655,92.8,90.2,26,2022-05-20T18:33:12.000Z
"5/20/2022, 1:36:12 PM",3.654,93,90.2,24,2022-05-20T18:36:12.000Z
"5/20/2022, 1:39:12 PM",3.654,93,90.2,23,2022-05-20T18:39:12.000Z
"5/20/2022, 1:42:12 PM",3.655,93.2,90.2,26,2022-05-20T18:42:12.000Z
"5/20/2022, 1:45:12 PM",3.655,93.2,90.3,26,2022-05-20T18:45:12.000Z
"5/20/2022, 1:48:12 PM",3.655,93.4,90.2,24,2022-05-20T18:48:12.000Z
"5/20/2022, 1:51:12 PM",3.655,93.6,90.2,24,2022-05-20T18:51:12.000Z
"5/20/2022, 1:54:12 PM",3.655,93.6,90.2,25,2022-05-20T18:54:12.000Z
"5/20/2022, 1:57:12 PM",3.654,93.7,90.2,24,2022-05-20T18:57:12.000Z
"5/20/2022, 2:00:12 PM",3.655,93.7,90.2,26,2022-05-20T19:00:12.000Z
"5/20/2022, 2:03:12 PM",3.655,93.9,90.3,27,2022-05-20T19:03:12.000Z
"5/20/2022, 2:06:12 PM",3.655,93.9,90.2,23,2022-05-20T19:06:12.000Z
"5/20/2022, 2:09:12 PM",3.655,93.9,90.2,23,2022-05-20T19:09:12.000Z
"5/20/2022, 2:12:12 PM",3.655,94.1,90.2,23,2022-05-20T19:12:12.000Z
"5/20/2022, 2:15:12 PM",3.655,94.1,90.3,26,2022-05-20T19:15:12.000Z
"5/20/2022, 2:18:12 PM",3.654,94.3,90.3,27,2022-05-20T19:18:12.000Z
"5/20/2022, 2:21:12 PM",3.655,94.5,90.3,22,2022-05-20T19:21:12.000Z
"5/20/2022, 2:24:12 PM",3.655,94.6,90.3,24,2022-05-20T19:24:12.000Z
"5/20/2022, 2:27:12 PM",3.655,94.8,90.3,24,2022-05-20T19:27:12.000Z
"5/20/2022, 2:30:12 PM",3.654,94.8,90.3,22,2022-05-20T19:30:12.000Z
"5/20/2022, 2:33:12 PM",3.654,95,90.3,22,2022-05-20T19:33:12.000Z
"5/20/2022, 2:36:12 PM",3.655,95.2,90.3,22,2022-05-20T19:36:12.000Z
"5/20/2022, 2:39:12 PM",3.654,95.2,90.3,22,2022-05-20T19:39:12.000Z
"5/20/2022, 2:42:12 PM",3.655,95.4,90.3,27,2022-05-20T19:42:12.000Z
"5/20/2022, 2:45:12 PM",3.655,95.4,90.3,19,2022-05-20T19:45:12.000Z
"5/20/2022, 2:48:12 PM",3.655,95.5,90.3,20,2022-05-20T19:48:12.000Z
"5/20/2022, 2:51:12 PM",3.654,95.5,90.3,23,2022-05-20T19:51:12.000Z
"5/20/2022, 2:54:12 PM",3.655,95.5,90.3,28,2022-05-20T19:54:12.000Z
"5/20/2022, 2:57:12 PM",3.655,95.7,90.3,26,2022-05-20T19:57:12.000Z
"5/20/2022, 3:00:12 PM",3.655,95.7,90.3,27,2022-05-20T20:00:12.000Z
"5/20/2022, 3:03:12 PM",3.655,95.9,90.3,24,2022-05-20T20:03:12.000Z
"5/20/2022, 3:06:12 PM",3.655,95.9,90.3,26,2022-05-20T20:06:12.000Z
"5/20/2022, 3:09:12 PM",3.655,95.9,90.3,22,2022-05-20T20:09:12.000Z
"5/20/2022, 3:12:12 PM",3.655,96.1,90.3,22,2022-05-20T20:12:12.000Z
"5/20/2022, 3:15:12 PM",3.655,96.1,90.3,26,2022-05-20T20:15:12.000Z
"5/20/2022, 3:18:12 PM",3.655,96.3,90.3,28,2022-05-20T20:18:12.000Z
"5/20/2022, 3:21:12 PM",3.655,96.3,90.3,24,2022-05-20T20:21:12.000Z
"5/20/2022, 3:24:12 PM",3.655,96.3,90.2,25,2022-05-20T20:24:12.000Z
"5/20/2022, 3:27:12 PM",3.655,96.3,90.3,21,2022-05-20T20:27:12.000Z
"5/20/2022, 3:30:12 PM",3.655,96.3,90.3,23,2022-05-20T20:30:12.000Z
"5/20/2022, 3:33:12 PM",3.655,96.3,90.3,26,2022-05-20T20:33:12.000Z
"5/20/2022, 3:36:12 PM",3.654,96.4,90.3,21,2022-05-20T20:36:12.000Z
"5/20/2022, 3:39:12 PM",3.655,96.4,90.2,20,2022-05-20T20:39:12.000Z
"5/20/2022, 3:42:12 PM",3.655,96.4,90.2,20,2022-05-20T20:42:12.000Z
"5/20/2022, 3:45:12 PM",3.655,96.4,90.2,21,2022-05-20T20:45:12.000Z
"5/20/2022, 3:48:12 PM",3.655,96.6,90.1,18,2022-05-20T20:48:12.000Z
"5/20/2022, 3:51:12 PM",3.655,96.6,90,20,2022-05-20T20:51:12.000Z
"5/20/2022, 3:54:12 PM",3.655,96.6,89.8,21,2022-05-20T20:54:12.000Z
"5/20/2022, 3:57:12 PM",3.655,96.6,89.6,24,2022-05-20T20:57:12.000Z
"5/20/2022, 4:00:12 PM",3.655,96.6,89.4,20,2022-05-20T21:00:12.000Z
"5/20/2022, 4:03:12 PM",3.655,96.8,89.1,26,2022-05-20T21:03:12.000Z
"5/20/2022, 4:06:12 PM",3.655,96.8,88.9,26,2022-05-20T21:06:12.000Z
"5/20/2022, 4:09:12 PM",3.655,96.8,88.8,24,2022-05-20T21:09:12.000Z
"5/20/2022, 4:12:12 PM",3.655,96.8,88.6,21,2022-05-20T21:12:12.000Z
"5/20/2022, 4:15:12 PM",3.655,96.6,88.4,24,2022-05-20T21:15:12.000Z
"5/20/2022, 4:18:12 PM",3.655,96.6,88.3,25,2022-05-20T21:18:12.000Z
"5/20/2022, 4:21:12 PM",3.655,96.6,88.1,22,2022-05-20T21:21:12.000Z
"5/20/2022, 4:24:12 PM",3.655,96.6,87.9,24,2022-05-20T21:24:12.000Z
"5/20/2022, 4:27:12 PM",3.656,96.4,87.7,28,2022-05-20T21:27:12.000Z
"5/20/2022, 4:30:12 PM",3.655,96.4,87.6,22,2022-05-20T21:30:12.000Z
"5/20/2022, 4:33:12 PM",3.655,96.3,87.5,22,2022-05-20T21:33:12.000Z
"5/20/2022, 4:36:12 PM",3.656,96.3,87.3,20,2022-05-20T21:36:12.000Z
"5/20/2022, 4:39:12 PM",3.656,96.3,87.1,23,2022-05-20T21:39:12.000Z
"5/20/2022, 4:42:12 PM",3.655,96.3,87,22,2022-05-20T21:42:12.000Z
"5/20/2022, 4:45:12 PM",3.656,96.1,86.8,22,2022-05-20T21:45:12.000Z
