Instrument:,H2S-230807479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orignal File Name:,F:\Pretreat\H2S Odalog Data\Acrulog Raw Data\phils 06-03 to 07-01.acrudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session ID:,13921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session 1st Title:,phils 06-03 to 07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session Start:,"6/3/2024, 12:17:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session End:,"7/1/2024, 1:12:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Every 5 mins,,,,,,,,,Every 3 mins,,,,,,,,,,,,,,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time,,,,NH3,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 7:42:27 PM",3.653,99.1,60.4,0,2024-06-03T23:42:27.000Z,,,,"6/3/2024, 4:45:27 PM",3.656,102,88.8,36,2024-06-03T20:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 7:47:27 PM",3.653,98.1,61.1,0,2024-06-03T23:47:27.000Z,,,,"6/3/2024, 4:48:27 PM",3.656,102,88.8,40,2024-06-03T20:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 7:52:27 PM",3.654,97,61.7,0,2024-06-03T23:52:27.000Z,,,,"6/3/2024, 4:51:27 PM",3.656,102.2,88.7,38,2024-06-03T20:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 7:57:27 PM",3.654,96.1,62.4,0,2024-06-03T23:57:27.000Z,,,,"6/3/2024, 4:54:27 PM",3.657,102.4,88.8,39,2024-06-03T20:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:02:27 PM",3.655,95.4,63,0,2024-06-04T00:02:27.000Z,,,,"6/3/2024, 4:57:27 PM",3.657,102.4,88.8,40,2024-06-03T20:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:07:27 PM",3.655,94.6,63.6,0,2024-06-04T00:07:27.000Z,,,,"6/3/2024, 5:00:27 PM",3.656,102.4,88.7,41,2024-06-03T21:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:12:27 PM",3.655,93.9,64.2,0,2024-06-04T00:12:27.000Z,,,,"6/3/2024, 5:03:27 PM",3.656,102.2,88.7,40,2024-06-03T21:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:17:27 PM",3.655,93,64.8,0,2024-06-04T00:17:27.000Z,,,,"6/3/2024, 5:06:27 PM",3.656,102,88.7,39,2024-06-03T21:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:22:27 PM",3.655,92.1,65.3,0,2024-06-04T00:22:27.000Z,,,,"6/3/2024, 5:09:27 PM",3.657,101.7,88.6,38,2024-06-03T21:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:27:27 PM",3.655,91.4,65.8,0,2024-06-04T00:27:27.000Z,,,,"6/3/2024, 5:12:27 PM",3.657,101.5,88.6,37,2024-06-03T21:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:32:27 PM",3.656,90.5,66.3,0,2024-06-04T00:32:27.000Z,,,,"6/3/2024, 5:15:27 PM",3.657,101.5,88.6,40,2024-06-03T21:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:37:27 PM",3.656,89.8,66.8,0,2024-06-04T00:37:27.000Z,,,,"6/3/2024, 5:18:27 PM",3.657,101.3,88.6,41,2024-06-03T21:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:42:27 PM",3.656,89.2,67.2,0,2024-06-04T00:42:27.000Z,,,,"6/3/2024, 5:21:27 PM",3.657,101.3,88.6,39,2024-06-03T21:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:47:27 PM",3.657,88.5,67.6,0,2024-06-04T00:47:27.000Z,,,,"6/3/2024, 5:24:27 PM",3.657,101.3,88.6,41,2024-06-03T21:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:52:27 PM",3.656,88,68,0,2024-06-04T00:52:27.000Z,,,,"6/3/2024, 5:27:27 PM",3.657,101.5,88.6,40,2024-06-03T21:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 8:57:27 PM",3.657,87.3,68.5,0,2024-06-04T00:57:27.000Z,,,,"6/3/2024, 5:30:27 PM",3.657,101.5,88.6,35,2024-06-03T21:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:02:27 PM",3.657,86.7,68.9,0,2024-06-04T01:02:27.000Z,,,,"6/3/2024, 5:33:27 PM",3.657,101.5,88.6,35,2024-06-03T21:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:07:27 PM",3.657,86.4,69.3,0,2024-06-04T01:07:27.000Z,,,,"6/3/2024, 5:36:27 PM",3.658,101.5,88.6,34,2024-06-03T21:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:12:27 PM",3.657,85.8,69.6,0,2024-06-04T01:12:27.000Z,,,,"6/3/2024, 5:39:27 PM",3.658,101.5,88.5,36,2024-06-03T21:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:17:27 PM",3.657,85.3,70,0,2024-06-04T01:17:27.000Z,,,,"6/3/2024, 5:42:27 PM",3.658,101.5,88.5,37,2024-06-03T21:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:22:27 PM",3.657,84.9,70.4,0,2024-06-04T01:22:27.000Z,,,,"6/3/2024, 5:45:27 PM",3.657,101.5,88.5,38,2024-06-03T21:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:27:27 PM",3.657,84.6,70.7,0,2024-06-04T01:27:27.000Z,,,,"6/3/2024, 5:48:27 PM",3.658,101.5,88.5,38,2024-06-03T21:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:32:27 PM",3.657,84.2,71,0,2024-06-04T01:32:27.000Z,,,,"6/3/2024, 5:51:27 PM",3.657,101.3,88.5,36,2024-06-03T21:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:37:27 PM",3.657,83.8,71.4,0,2024-06-04T01:37:27.000Z,,,,"6/3/2024, 5:54:27 PM",3.657,101.3,88.5,35,2024-06-03T21:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:42:27 PM",3.658,83.5,71.7,0,2024-06-04T01:42:27.000Z,,,,"6/3/2024, 5:57:27 PM",3.658,101.3,88.5,37,2024-06-03T21:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:47:27 PM",3.658,83.3,72,0,2024-06-04T01:47:27.000Z,,,,"6/3/2024, 6:00:27 PM",3.658,101.3,88.4,37,2024-06-03T22:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:52:27 PM",3.658,82.9,72.4,0,2024-06-04T01:52:27.000Z,,,,"6/3/2024, 6:03:27 PM",3.658,101.1,88.4,37,2024-06-03T22:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 9:57:27 PM",3.657,82.8,72.7,0,2024-06-04T01:57:27.000Z,,,,"6/3/2024, 6:06:27 PM",3.658,101.1,88.4,38,2024-06-03T22:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:02:27 PM",3.658,82.6,73,0,2024-06-04T02:02:27.000Z,,,,"6/3/2024, 6:09:27 PM",3.658,100.9,88.4,38,2024-06-03T22:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:07:27 PM",3.658,82.4,73.3,0,2024-06-04T02:07:27.000Z,,,,"6/3/2024, 6:12:27 PM",3.658,100.8,88.4,38,2024-06-03T22:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:12:27 PM",3.658,82.2,73.6,0,2024-06-04T02:12:27.000Z,,,,"6/3/2024, 6:15:27 PM",3.658,100.8,88.4,36,2024-06-03T22:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:17:27 PM",3.657,82,73.9,0,2024-06-04T02:17:27.000Z,,,,"6/3/2024, 6:18:27 PM",3.658,100.8,88.3,38,2024-06-03T22:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:22:27 PM",3.658,81.9,74.2,0,2024-06-04T02:22:27.000Z,,,,"6/3/2024, 6:21:27 PM",3.658,100.6,88.3,38,2024-06-03T22:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:27:27 PM",3.658,81.7,74.5,0,2024-06-04T02:27:27.000Z,,,,"6/3/2024, 6:24:27 PM",3.658,100.6,88.3,37,2024-06-03T22:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:32:27 PM",3.658,81.5,74.8,0,2024-06-04T02:32:27.000Z,,,,"6/3/2024, 6:27:27 PM",3.658,100.6,88.3,38,2024-06-03T22:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:37:27 PM",3.658,81.3,75,0,2024-06-04T02:37:27.000Z,,,,"6/3/2024, 6:30:27 PM",3.659,100.6,88.3,38,2024-06-03T22:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:42:27 PM",3.658,81.3,75.3,0,2024-06-04T02:42:27.000Z,,,,"6/3/2024, 6:33:27 PM",3.658,100.4,88.3,38,2024-06-03T22:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:47:27 PM",3.658,81.1,75.6,0,2024-06-04T02:47:27.000Z,,,,"6/3/2024, 6:36:27 PM",3.658,100.4,88.3,39,2024-06-03T22:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:52:27 PM",3.658,81,75.8,0,2024-06-04T02:52:27.000Z,,,,"6/3/2024, 6:39:27 PM",3.658,100.4,88.3,38,2024-06-03T22:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 10:57:27 PM",3.658,80.8,76.1,0,2024-06-04T02:57:27.000Z,,,,"6/3/2024, 6:42:27 PM",3.658,100.4,88.2,38,2024-06-03T22:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:02:27 PM",3.658,80.6,76.3,0,2024-06-04T03:02:27.000Z,,,,"6/3/2024, 6:45:27 PM",3.658,100.2,88.2,38,2024-06-03T22:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:07:27 PM",3.658,80.6,76.6,0,2024-06-04T03:07:27.000Z,,,,"6/3/2024, 6:48:27 PM",3.658,100.2,88.2,37,2024-06-03T22:48:27.000Z,,,,,,,,,,,,,,,,,,,,,Delivery possibly on Fri so ran out on Thursday
"6/3/2024, 11:12:27 PM",3.658,80.4,76.8,0,2024-06-04T03:12:27.000Z,,,,"6/3/2024, 6:51:27 PM",3.659,100.2,88.2,38,2024-06-03T22:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:17:27 PM",3.658,80.4,77.1,0,2024-06-04T03:17:27.000Z,,,,"6/3/2024, 6:54:27 PM",3.659,100,88.2,38,2024-06-03T22:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:22:27 PM",3.658,80.2,77.3,0,2024-06-04T03:22:27.000Z,,,,"6/3/2024, 6:57:27 PM",3.659,99.9,88.2,37,2024-06-03T22:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:27:27 PM",3.658,80.2,77.5,0,2024-06-04T03:27:27.000Z,,,,"6/3/2024, 7:00:27 PM",3.659,99.7,88.1,37,2024-06-03T23:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:32:27 PM",3.658,80.2,77.8,0,2024-06-04T03:32:27.000Z,,,,"6/3/2024, 7:03:27 PM",3.659,99.5,88.1,38,2024-06-03T23:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:37:27 PM",3.658,80.2,78,0,2024-06-04T03:37:27.000Z,,,,"6/3/2024, 7:06:27 PM",3.659,99.5,88.1,37,2024-06-03T23:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:42:27 PM",3.658,80.2,78.2,0,2024-06-04T03:42:27.000Z,,,,"6/3/2024, 7:09:27 PM",3.659,99.3,88.1,38,2024-06-03T23:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:47:27 PM",3.658,80.2,78.4,0,2024-06-04T03:47:27.000Z,,,,"6/3/2024, 7:12:27 PM",3.659,99,88.1,37,2024-06-03T23:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:52:27 PM",3.658,80.1,78.6,0,2024-06-04T03:52:27.000Z,,,,"6/3/2024, 7:15:27 PM",3.66,98.8,88,37,2024-06-03T23:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/3/2024, 11:57:27 PM",3.658,80.1,78.8,0,2024-06-04T03:57:27.000Z,,,,"6/3/2024, 7:18:27 PM",3.659,98.4,88,36,2024-06-03T23:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:02:27 AM",3.657,79.9,79,0,2024-06-04T04:02:27.000Z,,,,"6/3/2024, 7:21:27 PM",3.659,98.1,88,34,2024-06-03T23:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:07:27 AM",3.658,79.7,79.2,0,2024-06-04T04:07:27.000Z,,,,"6/3/2024, 7:24:27 PM",3.659,97.7,88,34,2024-06-03T23:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:12:27 AM",3.658,79.5,79.4,0,2024-06-04T04:12:27.000Z,,,,"6/3/2024, 7:27:27 PM",3.659,97.5,87.9,34,2024-06-03T23:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:17:27 AM",3.658,79.5,79.6,0,2024-06-04T04:17:27.000Z,,,,"6/3/2024, 7:30:27 PM",3.659,97.2,87.9,33,2024-06-03T23:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:22:27 AM",3.658,79.3,79.8,0,2024-06-04T04:22:27.000Z,,,,"6/3/2024, 7:33:27 PM",3.659,96.8,87.9,33,2024-06-03T23:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:27:27 AM",3.658,79.3,80,0,2024-06-04T04:27:27.000Z,,,,"6/3/2024, 7:36:27 PM",3.66,96.6,87.9,32,2024-06-03T23:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:32:27 AM",3.658,79.3,80.2,0,2024-06-04T04:32:27.000Z,,,,"6/3/2024, 7:39:27 PM",3.66,96.3,87.8,32,2024-06-03T23:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:37:27 AM",3.659,79.2,80.3,0,2024-06-04T04:37:27.000Z,,,,"6/3/2024, 7:42:27 PM",3.66,95.9,87.8,32,2024-06-03T23:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:42:27 AM",3.658,79.2,80.5,0,2024-06-04T04:42:27.000Z,,,,"6/3/2024, 7:45:27 PM",3.66,95.7,87.8,33,2024-06-03T23:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:47:27 AM",3.658,79.2,80.7,0,2024-06-04T04:47:27.000Z,,,,"6/3/2024, 7:48:27 PM",3.66,95.4,87.8,33,2024-06-03T23:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:52:27 AM",3.658,79.2,80.9,0,2024-06-04T04:52:27.000Z,,,,"6/3/2024, 7:51:27 PM",3.661,95.2,87.8,32,2024-06-03T23:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 12:57:27 AM",3.658,79.2,81,0,2024-06-04T04:57:27.000Z,,,,"6/3/2024, 7:54:27 PM",3.66,94.8,87.8,32,2024-06-03T23:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:02:27 AM",3.658,79,81.2,0,2024-06-04T05:02:27.000Z,,,,"6/3/2024, 7:57:27 PM",3.66,94.6,87.7,32,2024-06-03T23:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:07:27 AM",3.658,79,81.4,0,2024-06-04T05:07:27.000Z,,,,"6/3/2024, 8:00:27 PM",3.66,94.3,87.7,32,2024-06-04T00:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:12:27 AM",3.658,79,81.5,0,2024-06-04T05:12:27.000Z,,,,"6/3/2024, 8:03:27 PM",3.661,94.1,87.7,32,2024-06-04T00:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:17:27 AM",3.658,78.8,81.7,0,2024-06-04T05:17:27.000Z,,,,"6/3/2024, 8:06:27 PM",3.661,93.9,87.7,31,2024-06-04T00:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:22:27 AM",3.658,78.8,81.8,0,2024-06-04T05:22:27.000Z,,,,"6/3/2024, 8:09:27 PM",3.661,93.6,87.7,31,2024-06-04T00:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:27:27 AM",3.658,78.8,82,0,2024-06-04T05:27:27.000Z,,,,"6/3/2024, 8:12:27 PM",3.661,93.4,87.7,31,2024-06-04T00:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:32:27 AM",3.658,78.8,82.1,0,2024-06-04T05:32:27.000Z,,,,"6/3/2024, 8:15:27 PM",3.661,93,87.7,31,2024-06-04T00:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:37:27 AM",3.658,78.6,82.3,0,2024-06-04T05:37:27.000Z,,,,"6/3/2024, 8:18:27 PM",3.661,92.8,87.6,30,2024-06-04T00:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:42:27 AM",3.658,78.6,82.5,0,2024-06-04T05:42:27.000Z,,,,"6/3/2024, 8:21:27 PM",3.661,92.5,87.6,30,2024-06-04T00:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:47:27 AM",3.658,78.6,82.6,0,2024-06-04T05:47:27.000Z,,,,"6/3/2024, 8:24:27 PM",3.661,92.1,87.6,30,2024-06-04T00:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:52:27 AM",3.658,78.6,82.7,0,2024-06-04T05:52:27.000Z,,,,"6/3/2024, 8:27:27 PM",3.661,91.9,87.6,29,2024-06-04T00:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 1:57:27 AM",3.658,78.6,82.9,0,2024-06-04T05:57:27.000Z,,,,"6/3/2024, 8:30:27 PM",3.661,91.6,87.6,29,2024-06-04T00:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:02:27 AM",3.658,78.6,83,0,2024-06-04T06:02:27.000Z,,,,"6/3/2024, 8:33:27 PM",3.661,91.2,87.5,28,2024-06-04T00:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:07:27 AM",3.658,78.6,83.1,0,2024-06-04T06:07:27.000Z,,,,"6/3/2024, 8:36:27 PM",3.662,91,87.5,28,2024-06-04T00:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:12:27 AM",3.658,78.6,83.2,0,2024-06-04T06:12:27.000Z,,,,"6/3/2024, 8:39:27 PM",3.661,90.7,87.5,28,2024-06-04T00:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:17:27 AM",3.658,78.6,83.4,0,2024-06-04T06:17:27.000Z,,,,"6/3/2024, 8:42:27 PM",3.661,90.3,87.5,27,2024-06-04T00:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:22:27 AM",3.658,78.6,83.5,0,2024-06-04T06:22:27.000Z,,,,"6/3/2024, 8:45:27 PM",3.661,90.1,87.4,27,2024-06-04T00:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:27:27 AM",3.658,78.6,83.7,0,2024-06-04T06:27:27.000Z,,,,"6/3/2024, 8:48:27 PM",3.662,89.8,87.5,27,2024-06-04T00:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:32:27 AM",3.658,78.6,83.8,0,2024-06-04T06:32:27.000Z,,,,"6/3/2024, 8:51:27 PM",3.662,89.6,87.5,26,2024-06-04T00:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:37:27 AM",3.658,78.6,83.9,0,2024-06-04T06:37:27.000Z,,,,"6/3/2024, 8:54:27 PM",3.662,89.2,87.5,25,2024-06-04T00:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:42:27 AM",3.658,78.6,84,0,2024-06-04T06:42:27.000Z,,,,"6/3/2024, 8:57:27 PM",3.662,88.9,87.4,25,2024-06-04T00:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:47:27 AM",3.658,78.6,84.2,0,2024-06-04T06:47:27.000Z,,,,"6/3/2024, 9:00:27 PM",3.663,88.9,87.4,25,2024-06-04T01:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:52:27 AM",3.658,78.6,84.3,0,2024-06-04T06:52:27.000Z,,,,"6/3/2024, 9:03:27 PM",3.662,88.5,87.4,25,2024-06-04T01:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 2:57:27 AM",3.658,78.4,84.4,0,2024-06-04T06:57:27.000Z,,,,"6/3/2024, 9:06:27 PM",3.662,88.2,87.4,24,2024-06-04T01:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:02:27 AM",3.658,78.4,84.5,0,2024-06-04T07:02:27.000Z,,,,"6/3/2024, 9:09:27 PM",3.662,88,87.4,24,2024-06-04T01:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:07:27 AM",3.658,78.3,84.6,0,2024-06-04T07:07:27.000Z,,,,"6/3/2024, 9:12:27 PM",3.662,87.6,87.4,24,2024-06-04T01:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:12:27 AM",3.658,78.3,84.7,0,2024-06-04T07:12:27.000Z,,,,"6/3/2024, 9:15:27 PM",3.662,87.4,87.4,24,2024-06-04T01:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:17:27 AM",3.658,78.1,84.8,0,2024-06-04T07:17:27.000Z,,,,"6/3/2024, 9:18:27 PM",3.663,87.3,87.4,24,2024-06-04T01:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:22:27 AM",3.658,78.1,84.9,0,2024-06-04T07:22:27.000Z,,,,"6/3/2024, 9:21:27 PM",3.663,86.9,87.3,23,2024-06-04T01:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:27:27 AM",3.658,77.9,85,0,2024-06-04T07:27:27.000Z,,,,"6/3/2024, 9:24:27 PM",3.663,86.7,87.4,23,2024-06-04T01:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:32:27 AM",3.658,77.9,85.1,0,2024-06-04T07:32:27.000Z,,,,"6/3/2024, 9:27:27 PM",3.663,86.5,87.3,23,2024-06-04T01:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:37:27 AM",3.658,77.7,85.2,0,2024-06-04T07:37:27.000Z,,,,"6/3/2024, 9:30:27 PM",3.663,86.4,87.3,23,2024-06-04T01:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:42:27 AM",3.658,77.7,85.3,0,2024-06-04T07:42:27.000Z,,,,"6/3/2024, 9:33:27 PM",3.663,86,87.4,22,2024-06-04T01:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:47:27 AM",3.658,77.7,85.4,0,2024-06-04T07:47:27.000Z,,,,"6/3/2024, 9:36:27 PM",3.663,85.8,87.3,22,2024-06-04T01:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:52:27 AM",3.658,77.7,85.5,0,2024-06-04T07:52:27.000Z,,,,"6/3/2024, 9:39:27 PM",3.663,85.6,87.3,22,2024-06-04T01:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 3:57:27 AM",3.658,77.7,85.6,0,2024-06-04T07:57:27.000Z,,,,"6/3/2024, 9:42:27 PM",3.663,85.5,87.3,22,2024-06-04T01:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:02:27 AM",3.658,77.7,85.7,0,2024-06-04T08:02:27.000Z,,,,"6/3/2024, 9:45:27 PM",3.663,85.3,87.3,22,2024-06-04T01:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:07:27 AM",3.657,77.7,85.8,0,2024-06-04T08:07:27.000Z,,,,"6/3/2024, 9:48:27 PM",3.662,85.1,87.3,22,2024-06-04T01:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:12:27 AM",3.658,77.7,85.9,0,2024-06-04T08:12:27.000Z,,,,"6/3/2024, 9:51:27 PM",3.663,84.9,87.3,21,2024-06-04T01:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:17:27 AM",3.658,77.7,86,0,2024-06-04T08:17:27.000Z,,,,"6/3/2024, 9:54:27 PM",3.663,84.7,87.3,21,2024-06-04T01:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:22:27 AM",3.658,77.5,86.1,0,2024-06-04T08:22:27.000Z,,,,"6/3/2024, 9:57:27 PM",3.663,84.6,87.3,21,2024-06-04T01:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:27:27 AM",3.658,77.5,86.2,0,2024-06-04T08:27:27.000Z,,,,"6/3/2024, 10:00:27 PM",3.663,84.4,87.3,21,2024-06-04T02:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:32:27 AM",3.658,77.5,86.3,0,2024-06-04T08:32:27.000Z,,,,"6/3/2024, 10:03:27 PM",3.664,84.4,87.3,20,2024-06-04T02:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:37:27 AM",3.658,77.4,86.4,0,2024-06-04T08:37:27.000Z,,,,"6/3/2024, 10:06:27 PM",3.663,84.2,87.3,20,2024-06-04T02:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:42:27 AM",3.658,77.4,86.5,0,2024-06-04T08:42:27.000Z,,,,"6/3/2024, 10:09:27 PM",3.663,84,87.3,20,2024-06-04T02:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/4/2024, 4:47:27 AM",3.658,77.4,86.6,0,2024-06-04T08:47:27.000Z,,,,"6/3/2024, 10:12:27 PM",3.663,83.8,87.3,20,2024-06-04T02:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
