Instrument:,NH3-211205141
Name:,Biosolids Dewatering
Time Zone Offset (Minutes):,-240
Orignal File Name:,"C:\Users\Phil.Bennington\OneDrive - City of Dayton\G-Drive\Phil.Bennington\CLARKSON_UNIVERSITY_PhD Program\Dessertation\NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM.acrudata"
Session ID:,37388
Session 1st Title:,"NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM"
Session Start:,"6/3/2024, 12:18:27 PM"
Session End:,"7/1/2024, 1:18:27 PM"

Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"6/3/2024, 11:12:27 PM",3.663,81.7,87.4,17,2024-06-04T03:12:27.000Z
"6/3/2024, 11:15:27 PM",3.664,81.7,87.4,17,2024-06-04T03:15:27.000Z
"6/3/2024, 11:18:27 PM",3.664,81.5,87.4,17,2024-06-04T03:18:27.000Z
"6/3/2024, 11:21:27 PM",3.664,81.5,87.5,17,2024-06-04T03:21:27.000Z
"6/3/2024, 11:24:27 PM",3.664,81.5,87.5,17,2024-06-04T03:24:27.000Z
"6/3/2024, 11:27:27 PM",3.664,81.3,87.4,17,2024-06-04T03:27:27.000Z
"6/3/2024, 11:30:27 PM",3.664,81.3,87.5,17,2024-06-04T03:30:27.000Z
"6/3/2024, 11:33:27 PM",3.664,81.1,87.5,17,2024-06-04T03:33:27.000Z
"6/3/2024, 11:36:27 PM",3.664,81.1,87.5,17,2024-06-04T03:36:27.000Z
"6/3/2024, 11:39:27 PM",3.664,81.1,87.5,17,2024-06-04T03:39:27.000Z
"6/3/2024, 11:42:27 PM",3.664,81.1,87.5,17,2024-06-04T03:42:27.000Z
"6/3/2024, 11:45:27 PM",3.664,81,87.5,17,2024-06-04T03:45:27.000Z
"6/3/2024, 11:48:27 PM",3.664,81,87.5,17,2024-06-04T03:48:27.000Z
"6/3/2024, 11:51:27 PM",3.664,81,87.5,17,2024-06-04T03:51:27.000Z
"6/3/2024, 11:54:27 PM",3.664,81,87.5,18,2024-06-04T03:54:27.000Z
"6/3/2024, 11:57:27 PM",3.664,80.8,87.5,17,2024-06-04T03:57:27.000Z
"6/4/2024, 12:00:27 AM",3.664,80.8,87.5,17,2024-06-04T04:00:27.000Z
"6/4/2024, 12:03:27 AM",3.664,80.6,87.6,17,2024-06-04T04:03:27.000Z
"6/4/2024, 12:06:27 AM",3.664,80.6,87.6,18,2024-06-04T04:06:27.000Z
"6/4/2024, 12:09:27 AM",3.664,80.6,87.6,18,2024-06-04T04:09:27.000Z
"6/4/2024, 12:12:27 AM",3.664,80.4,87.6,18,2024-06-04T04:12:27.000Z
"6/4/2024, 12:15:27 AM",3.664,80.4,87.6,18,2024-06-04T04:15:27.000Z
"6/4/2024, 12:18:27 AM",3.664,80.2,87.6,18,2024-06-04T04:18:27.000Z
"6/4/2024, 12:21:27 AM",3.664,80.2,87.6,18,2024-06-04T04:21:27.000Z
"6/4/2024, 12:24:27 AM",3.664,80.2,87.6,18,2024-06-04T04:24:27.000Z
"6/4/2024, 12:27:27 AM",3.664,80.1,87.6,18,2024-06-04T04:27:27.000Z
"6/4/2024, 12:30:27 AM",3.664,80.1,87.6,18,2024-06-04T04:30:27.000Z
"6/4/2024, 12:33:27 AM",3.664,80.1,87.7,18,2024-06-04T04:33:27.000Z
"6/4/2024, 12:36:27 AM",3.664,79.9,87.7,18,2024-06-04T04:36:27.000Z
"6/4/2024, 12:39:27 AM",3.664,79.9,87.7,18,2024-06-04T04:39:27.000Z
"6/4/2024, 12:42:27 AM",3.664,79.9,87.7,18,2024-06-04T04:42:27.000Z
"6/4/2024, 12:45:27 AM",3.664,79.9,87.7,18,2024-06-04T04:45:27.000Z
"6/4/2024, 12:48:27 AM",3.664,79.9,87.7,18,2024-06-04T04:48:27.000Z
"6/4/2024, 12:51:27 AM",3.663,79.7,87.7,18,2024-06-04T04:51:27.000Z
"6/4/2024, 12:54:27 AM",3.664,79.7,87.7,18,2024-06-04T04:54:27.000Z
"6/4/2024, 12:57:27 AM",3.664,79.7,87.7,18,2024-06-04T04:57:27.000Z
"6/4/2024, 1:00:27 AM",3.664,79.7,87.8,17,2024-06-04T05:00:27.000Z
"6/4/2024, 1:03:27 AM",3.664,79.7,87.8,17,2024-06-04T05:03:27.000Z
"6/4/2024, 1:06:27 AM",3.664,79.5,87.8,17,2024-06-04T05:06:27.000Z
"6/4/2024, 1:09:27 AM",3.664,79.5,87.8,17,2024-06-04T05:09:27.000Z
"6/4/2024, 1:12:27 AM",3.664,79.5,87.8,17,2024-06-04T05:12:27.000Z
